studentID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
GYP8LDQX,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
6MASU8S7,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
9FFX4Q5D,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
42SYRJDN,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
80KU61HQ,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
OV0JCXP6,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
2CYRFDQD,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
QWS04P10,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
KBL0IMP2,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
Z6YS21HF,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E
